"posterior_row","iteration","tree_no","map_within_draw","total_changes","q12","q13","q21","q24","q31","q34","q42","q43"
487,787000,1,1,1459,36,85,200,3,249,316,105,465
488,788000,1,1,1619,16,90,197,5,228,387,105,591
489,789000,1,1,1573,25,102,166,2,251,359,108,560
490,790000,1,1,1526,33,91,229,4,240,282,107,540
491,791000,1,1,1637,25,91,212,2,246,354,107,600
492,792000,1,1,1542,34,113,193,6,250,328,104,514
493,793000,1,1,1678,13,94,193,2,218,444,116,598
494,794000,1,1,1580,9,88,173,7,260,383,90,570
495,795000,1,1,1566,44,80,187,7,272,357,84,535
496,796000,1,1,1447,43,101,173,7,241,283,90,509
497,797000,1,1,1477,55,72,151,3,276,292,90,538
498,798000,1,1,1402,48,98,142,3,272,290,72,477
499,799000,1,1,1564,18,103,165,1,240,398,89,550
500,800000,1,1,1472,22,109,183,3,230,343,99,483
501,801000,1,1,1766,64,93,185,4,232,421,105,662
502,802000,1,1,1642,25,103,222,3,218,364,120,587
503,803000,1,1,1638,35,94,157,6,256,430,87,573
504,804000,1,1,1535,28,93,167,8,221,363,109,546
505,805000,1,1,1675,16,87,193,4,233,439,111,592
506,806000,1,1,1580,35,89,158,3,242,370,92,591
507,807000,1,1,1583,12,98,183,10,272,381,97,530
508,808000,1,1,1703,24,92,196,5,234,445,107,600
509,809000,1,1,1625,33,97,191,1,246,391,111,555
510,810000,1,1,1857,47,93,189,11,238,441,112,726
511,811000,1,1,1435,24,102,186,8,227,332,114,442
512,812000,1,1,1528,42,90,180,7,264,276,91,578
513,813000,1,1,1622,11,98,218,3,224,406,120,542
514,814000,1,1,1881,74,103,158,9,267,469,90,711
515,815000,1,1,1577,35,77,122,5,290,382,72,594
516,816000,1,1,1801,28,111,168,3,241,504,92,654
517,817000,1,1,1677,13,107,173,4,266,404,86,624
518,818000,1,1,1649,31,112,151,1,258,417,82,597
519,819000,1,1,1686,12,92,195,5,220,430,115,617
520,820000,1,1,1749,48,86,147,4,271,454,72,667
521,821000,1,1,1688,45,88,133,3,253,452,85,629
522,822000,1,1,1448,31,95,182,10,241,297,102,490
523,823000,1,1,1683,24,91,198,5,233,418,99,615
524,824000,1,1,1709,33,94,163,5,252,420,102,640
525,825000,1,1,1589,24,99,231,5,232,333,120,545
526,826000,1,1,1663,31,99,185,3,252,410,102,581
527,827000,1,1,1579,36,98,160,4,244,376,86,575
528,828000,1,1,1604,55,93,231,4,229,366,104,522
529,829000,1,1,1500,33,104,122,13,260,341,82,545
530,830000,1,1,1589,34,106,230,6,222,369,129,493
531,831000,1,1,1550,46,92,188,9,261,353,91,510
532,832000,1,1,1615,58,92,208,2,261,361,85,548
533,833000,1,1,1618,64,105,166,0,264,355,90,574
534,834000,1,1,1607,17,114,194,2,249,365,112,554
535,835000,1,1,1716,28,82,199,2,222,417,104,662
536,836000,1,1,1471,29,99,172,1,241,311,103,515
537,837000,1,1,1719,21,100,230,2,210,436,121,599
538,838000,1,1,1538,22,116,183,2,240,351,116,508
539,839000,1,1,1584,42,84,183,5,234,358,104,574
540,840000,1,1,1837,40,99,206,4,255,475,103,655
541,841000,1,1,1600,38,104,174,11,289,332,90,562
542,842000,1,1,1504,25,100,212,3,247,305,108,504
543,843000,1,1,1769,31,97,188,1,243,466,105,638
544,844000,1,1,1812,27,111,202,8,221,505,120,618
545,845000,1,1,1699,28,94,174,13,256,402,88,644
546,846000,1,1,1659,24,96,192,4,238,401,105,599
547,847000,1,1,1576,41,96,157,5,260,360,91,566
548,848000,1,1,1720,82,105,160,4,258,407,82,622
549,849000,1,1,1634,35,86,168,4,248,426,96,571
550,850000,1,1,1760,22,111,202,3,241,437,104,640
551,851000,1,1,1706,39,85,208,11,254,405,112,592
552,852000,1,1,1727,51,99,207,3,237,386,99,645
553,853000,1,1,1503,26,105,200,1,238,334,113,486
554,854000,1,1,1671,48,81,172,4,234,428,99,605
555,855000,1,1,1357,45,95,136,4,270,266,81,460
556,856000,1,1,1720,69,83,250,2,224,386,108,598
557,857000,1,1,1722,33,84,200,6,258,403,90,648
558,858000,1,1,1653,37,111,167,8,259,408,90,573
559,859000,1,1,1467,42,87,176,7,233,312,107,503
560,860000,1,1,1579,35,103,198,4,260,343,101,535
561,861000,1,1,1600,48,84,152,10,259,384,99,564
562,862000,1,1,1566,18,105,178,3,254,359,97,552
563,863000,1,1,1783,7,108,204,3,253,470,116,622
564,864000,1,1,1608,23,90,187,2,246,403,87,570
565,865000,1,1,1515,34,96,179,1,238,354,103,510
566,866000,1,1,1715,27,96,178,3,237,423,111,640
567,867000,1,1,1615,44,100,155,9,288,333,87,599
568,868000,1,1,1574,26,97,211,2,238,379,97,524
569,869000,1,1,1553,40,105,222,6,215,305,119,541
570,870000,1,1,1634,32,98,209,2,221,415,116,541
571,871000,1,1,1542,21,97,179,0,264,307,90,584
572,872000,1,1,1836,37,112,227,17,228,482,138,595
573,873000,1,1,1599,59,103,131,5,266,375,67,593
574,874000,1,1,1609,25,78,179,6,246,419,98,558
575,875000,1,1,1633,23,114,186,4,252,389,97,568
576,876000,1,1,1592,27,97,182,4,257,388,106,531
577,877000,1,1,1640,33,101,170,10,244,444,84,554
578,878000,1,1,1493,61,100,213,2,249,248,107,513
579,879000,1,1,1497,15,105,182,5,244,317,91,538
580,880000,1,1,1667,36,93,165,0,259,395,99,620
581,881000,1,1,1684,30,93,185,5,264,419,83,605
582,882000,1,1,1605,48,89,166,6,246,377,108,565
583,883000,1,1,1570,27,100,191,4,243,362,86,557
584,884000,1,1,1613,12,100,190,8,264,351,101,587
585,885000,1,1,1660,61,91,178,12,268,374,94,582
586,886000,1,1,1465,23,95,179,5,241,311,112,499
587,887000,1,1,1635,15,98,194,5,242,378,102,601
588,888000,1,1,1520,32,113,212,6,238,318,104,497
589,889000,1,1,1890,20,85,212,2,245,541,111,674
590,890000,1,1,1475,44,92,131,13,274,287,71,563
591,891000,1,1,1912,35,90,144,5,283,550,77,728
592,892000,1,1,1634,32,100,187,2,265,350,97,601
593,893000,1,1,1645,29,96,205,4,223,424,125,539
594,894000,1,1,1524,22,89,186,3,247,353,105,519
595,895000,1,1,1628,36,94,160,10,239,418,99,572
596,896000,1,1,1617,26,90,186,3,253,412,82,565
597,897000,1,1,1525,57,72,167,6,279,295,85,564
598,898000,1,1,1578,30,102,206,9,229,374,110,518
599,899000,1,1,1518,42,81,155,7,258,340,88,547
600,900000,1,1,2021,8,91,195,2,256,593,94,782
601,901000,1,1,1538,61,100,158,9,244,290,90,586
602,902000,1,1,1770,6,110,188,2,237,498,112,617
603,903000,1,1,1537,13,101,175,7,241,404,108,488
604,904000,1,1,1435,12,86,179,2,247,328,101,480
605,905000,1,1,1664,49,96,168,8,257,425,90,571
606,906000,1,1,1584,39,95,162,3,238,380,92,575
607,907000,1,1,1590,20,92,204,3,237,361,109,564
608,908000,1,1,1682,41,107,166,14,248,386,96,624
609,909000,1,1,1801,50,95,157,9,264,457,94,675
610,910000,1,1,1588,3,96,199,2,254,368,113,553
611,911000,1,1,1624,51,88,160,1,252,392,89,591
612,912000,1,1,1851,11,107,201,4,247,486,109,686
613,913000,1,1,1619,43,110,183,6,239,377,109,552
614,914000,1,1,1737,46,108,187,2,233,420,102,639
615,915000,1,1,1673,28,109,181,2,255,387,86,625
616,916000,1,1,1691,51,97,210,6,247,402,112,566
617,917000,1,1,1522,27,88,174,2,256,355,94,526
618,918000,1,1,1610,9,101,218,1,224,365,116,576
619,919000,1,1,1490,57,84,185,5,245,303,103,508
620,920000,1,1,1445,60,108,185,0,255,256,97,484
621,921000,1,1,1712,40,104,158,2,269,420,80,639
622,922000,1,1,1623,47,94,174,2,248,403,94,561
623,923000,1,1,1546,15,88,175,2,261,353,92,560
624,924000,1,1,1651,18,93,180,2,240,429,97,592
625,925000,1,1,1653,31,95,147,6,249,436,78,611
626,926000,1,1,1727,57,97,160,16,253,386,94,664
627,927000,1,1,1482,62,104,129,7,255,318,88,519
628,928000,1,1,1492,30,97,175,5,273,320,82,510
629,929000,1,1,1477,27,88,217,2,209,319,113,502
630,930000,1,1,1833,24,112,213,2,245,490,97,650
631,931000,1,1,1647,36,100,192,10,247,364,103,595
632,932000,1,1,1622,37,118,180,3,242,389,101,552
633,933000,1,1,1568,63,92,179,11,246,342,94,541
634,934000,1,1,1534,23,93,185,10,238,358,93,534
635,935000,1,1,1775,52,95,176,4,246,475,97,630
636,936000,1,1,1623,17,92,201,4,244,358,111,596
637,937000,1,1,1844,31,98,200,3,243,481,105,683
638,938000,1,1,1575,15,91,193,4,253,399,106,514
639,939000,1,1,1592,18,98,196,3,224,375,113,565
640,940000,1,1,1727,37,93,148,10,264,418,90,667
641,941000,1,1,1617,26,83,233,1,224,378,118,554
642,942000,1,1,1579,28,84,164,3,247,380,90,583
643,943000,1,1,1611,44,91,173,6,235,390,104,568
644,944000,1,1,1571,45,81,183,2,232,347,95,586
645,945000,1,1,1565,32,91,178,2,246,390,104,522
646,946000,1,1,1557,10,104,185,1,235,349,103,570
647,947000,1,1,1719,22,88,183,4,247,438,95,642
648,948000,1,1,1627,18,106,170,0,265,390,91,587
649,949000,1,1,1670,19,118,223,3,241,383,115,568
650,950000,1,1,1714,48,97,163,3,243,443,90,627
651,951000,1,1,1568,48,95,125,3,249,426,79,543
652,952000,1,1,1534,62,85,169,0,247,358,101,512
653,953000,1,1,1613,52,106,174,0,245,388,100,548
654,954000,1,1,1586,32,101,164,1,243,399,101,545
655,955000,1,1,1453,42,96,133,0,254,344,88,496
656,956000,1,1,1622,55,106,164,1,240,372,98,586
657,957000,1,1,1704,45,100,153,2,272,425,83,624
658,958000,1,1,1687,39,102,200,3,250,410,97,586
659,959000,1,1,1697,20,90,192,9,255,384,108,639
660,960000,1,1,1515,20,103,170,2,259,351,91,519
661,961000,1,1,1754,25,96,220,1,236,451,111,614
662,962000,1,1,1694,30,86,180,9,239,422,100,628
663,963000,1,1,1663,53,89,176,3,233,447,99,563
664,964000,1,1,1675,27,102,156,8,259,443,95,585
665,965000,1,1,1547,37,89,164,8,256,351,91,551
666,966000,1,1,1654,21,91,204,2,234,387,99,616
667,967000,1,1,1667,46,80,166,0,265,421,90,599
668,968000,1,1,1721,34,102,188,0,255,441,106,595
669,969000,1,1,1510,33,90,183,2,266,328,100,508
670,970000,1,1,1530,41,89,159,0,259,362,94,526
671,971000,1,1,1537,49,89,202,2,241,335,100,519
672,972000,1,1,1642,40,86,134,7,298,403,75,599
673,973000,1,1,1745,7,104,230,5,211,440,123,625
674,974000,1,1,1665,24,86,204,8,237,396,115,595
675,975000,1,1,1770,23,93,183,7,264,447,92,661
676,976000,1,1,1602,7,81,168,4,241,399,107,595
677,977000,1,1,1811,49,89,144,7,248,476,91,707
678,978000,1,1,1752,16,91,225,5,222,452,133,608
679,979000,1,1,1942,62,100,196,4,238,563,99,680
680,980000,1,1,1492,42,87,184,5,230,322,100,522
681,981000,1,1,1663,44,89,169,10,242,392,100,617
682,982000,1,1,1634,56,91,173,9,256,378,96,575
683,983000,1,1,1638,22,121,218,4,237,368,127,541
684,984000,1,1,1646,33,103,183,3,248,417,98,561
685,985000,1,1,1736,66,110,178,4,262,418,91,607
686,986000,1,1,1629,60,108,191,2,228,374,106,560
687,987000,1,1,1794,45,85,181,12,254,458,100,659
688,988000,1,1,1588,39,103,176,0,264,345,91,570
689,989000,1,1,1648,41,109,186,1,241,387,98,585
690,990000,1,1,1796,21,107,181,4,248,444,106,685
691,991000,1,1,1701,31,114,141,4,247,456,96,612
692,992000,1,1,1387,66,75,141,9,276,286,87,447
693,993000,1,1,1754,59,91,145,4,272,424,77,682
694,994000,1,1,1701,36,85,165,11,250,441,107,606
695,995000,1,1,1797,13,101,205,5,254,492,96,631
696,996000,1,1,1672,32,107,167,6,229,420,91,620
697,997000,1,1,1567,52,89,202,2,224,377,95,526
698,998000,1,1,1717,36,85,135,7,257,480,89,628
699,999000,1,1,1747,63,99,209,7,236,469,102,562
700,1000000,1,1,1529,59,106,149,2,264,358,86,505
701,1001000,1,1,1595,51,100,171,5,231,372,101,564
702,1002000,1,1,1691,22,106,183,4,254,427,90,605
703,1003000,1,1,1556,49,112,164,4,261,341,88,537
704,1004000,1,1,1740,56,102,162,7,260,405,95,653
705,1005000,1,1,1667,57,100,194,6,245,409,96,560
706,1006000,1,1,1511,48,101,148,4,270,335,73,532
707,1007000,1,1,1530,37,98,152,2,267,350,76,548
708,1008000,1,1,1482,63,86,197,10,214,312,120,480
709,1009000,1,1,1642,22,94,172,2,232,417,102,601
710,1010000,1,1,1611,19,95,176,3,250,381,105,582
711,1011000,1,1,1529,58,98,154,10,248,350,84,527
712,1012000,1,1,1716,20,92,164,6,248,430,102,654
713,1013000,1,1,1616,34,103,198,6,239,360,101,575
714,1014000,1,1,1601,21,98,192,3,249,388,100,550
715,1015000,1,1,1547,51,96,187,7,244,329,98,535
716,1016000,1,1,1694,23,106,188,1,256,403,101,616
717,1017000,1,1,1785,41,102,196,1,240,458,102,645
718,1018000,1,1,1627,38,110,169,4,262,336,77,631
719,1019000,1,1,1825,34,89,196,8,225,512,115,646
720,1020000,1,1,1481,23,87,170,5,235,320,100,541
721,1021000,1,1,1412,16,99,187,2,239,294,114,461
722,1022000,1,1,1749,18,81,211,7,242,456,119,615
723,1023000,1,1,1588,22,116,190,4,235,372,111,538
724,1024000,1,1,1619,41,92,185,2,242,383,103,571
725,1025000,1,1,1408,16,102,200,1,222,296,107,464
726,1026000,1,1,1723,17,93,195,4,216,432,118,648
727,1027000,1,1,1657,20,115,157,3,255,391,90,626
728,1028000,1,1,1493,39,79,153,3,257,332,91,539
729,1029000,1,1,1582,47,75,166,10,255,378,106,545
730,1030000,1,1,1785,36,95,179,6,250,477,83,659
731,1031000,1,1,1518,23,97,183,6,262,340,100,507
732,1032000,1,1,1585,21,99,189,6,249,377,102,542
733,1033000,1,1,1624,23,98,154,9,257,427,89,567
734,1034000,1,1,1719,52,112,190,4,249,427,110,575
735,1035000,1,1,1655,40,104,182,7,242,353,98,629
736,1036000,1,1,1662,33,91,158,4,252,403,87,634
737,1037000,1,1,1502,17,115,187,7,230,321,110,515
738,1038000,1,1,1569,21,91,210,8,229,370,118,522
739,1039000,1,1,1605,25,104,201,4,240,393,111,527
740,1040000,1,1,1524,25,104,189,2,235,327,107,535
741,1041000,1,1,1726,43,95,126,8,260,433,82,679
742,1042000,1,1,1532,20,92,177,3,253,374,99,514
743,1043000,1,1,1587,45,94,140,5,265,363,75,600
744,1044000,1,1,1514,20,86,206,8,240,311,114,529
745,1045000,1,1,1773,29,111,166,7,243,488,105,624
746,1046000,1,1,1596,60,89,172,9,265,340,92,569
747,1047000,1,1,1436,23,103,202,5,215,273,120,495
748,1048000,1,1,1737,48,88,130,0,264,471,82,654
749,1049000,1,1,1643,54,108,170,3,245,399,92,572
750,1050000,1,1,1646,57,132,204,4,242,340,100,567
751,1051000,1,1,1985,25,102,204,8,257,575,108,706
752,1052000,1,1,1659,15,91,178,5,241,380,97,652
753,1053000,1,1,1683,20,109,189,7,230,415,103,610
754,1054000,1,1,1724,23,90,186,4,239,452,104,626
755,1055000,1,1,1522,31,105,156,2,269,333,91,535
756,1056000,1,1,1561,23,93,192,3,245,334,101,570
757,1057000,1,1,1718,60,91,197,4,268,414,97,587
758,1058000,1,1,1456,28,97,159,7,251,292,78,544
759,1059000,1,1,1602,36,104,168,3,251,338,99,603
760,1060000,1,1,1684,44,89,198,5,245,353,97,653
761,1061000,1,1,1626,32,85,160,2,248,439,98,562
762,1062000,1,1,1680,36,99,208,4,234,417,121,561
763,1063000,1,1,1613,66,107,228,9,219,318,111,555
764,1064000,1,1,1560,42,97,147,6,236,353,89,590
765,1065000,1,1,1549,35,77,211,5,230,342,104,545
766,1066000,1,1,1583,39,100,174,1,233,375,98,563
767,1067000,1,1,1594,17,107,188,3,250,391,103,535
768,1068000,1,1,1482,39,100,170,2,250,324,84,513
769,1069000,1,1,1532,59,103,148,4,252,337,82,547
770,1070000,1,1,1606,26,103,221,6,209,359,135,547
771,1071000,1,1,1618,29,91,162,5,253,370,90,618
772,1072000,1,1,1764,24,101,185,3,232,468,97,654
773,1073000,1,1,1668,40,109,168,2,237,423,99,590
774,1074000,1,1,1495,10,98,186,2,227,314,111,547
775,1075000,1,1,1631,28,92,220,14,237,345,127,568
776,1076000,1,1,1921,24,111,180,4,249,524,106,723
777,1077000,1,1,1817,27,98,213,3,236,514,98,628
778,1078000,1,1,1412,35,102,132,4,277,243,72,547
779,1079000,1,1,1779,20,97,152,3,253,491,95,668
780,1080000,1,1,1598,43,88,170,2,241,370,113,571
781,1081000,1,1,1398,36,98,145,9,260,320,83,447
782,1082000,1,1,1462,23,93,159,2,263,341,93,488
783,1083000,1,1,1705,11,111,173,2,263,450,101,594
784,1084000,1,1,1595,35,108,200,0,237,352,94,569
785,1085000,1,1,1632,36,128,187,1,268,355,78,579
786,1086000,1,1,1658,54,98,204,2,236,384,105,575
787,1087000,1,1,1703,33,101,194,0,257,444,92,582
788,1088000,1,1,1662,25,103,182,1,252,396,94,609
789,1089000,1,1,1515,49,111,184,5,247,300,108,511
790,1090000,1,1,1670,20,109,168,8,262,416,98,589
791,1091000,1,1,1652,25,108,173,1,244,448,91,562
792,1092000,1,1,1623,73,94,194,1,241,350,90,580
793,1093000,1,1,1401,39,97,176,2,258,259,79,491
794,1094000,1,1,1647,30,101,186,1,231,399,105,594
795,1095000,1,1,1726,21,93,176,2,248,459,86,641
796,1096000,1,1,1580,25,95,230,2,216,344,128,540
797,1097000,1,1,1737,34,81,186,3,235,458,94,646
798,1098000,1,1,1676,80,91,211,7,229,341,112,605
799,1099000,1,1,1612,34,94,209,6,232,373,91,573
800,1100000,1,1,1525,39,99,184,1,243,346,102,511
801,1101000,1,1,1720,36,95,162,1,265,488,78,595
802,1102000,1,1,1691,30,92,238,0,260,399,95,577
803,1103000,1,1,1903,35,85,164,4,249,554,86,726
804,1104000,1,1,1533,62,103,134,0,261,334,70,569
805,1105000,1,1,1655,24,107,165,5,252,393,96,613
806,1106000,1,1,1408,37,110,192,8,238,258,103,462
807,1107000,1,1,1732,30,80,183,6,259,454,91,629
808,1108000,1,1,1545,24,92,176,9,240,338,99,567
809,1109000,1,1,1428,25,106,174,1,254,231,86,551
810,1110000,1,1,1664,23,101,181,10,257,364,95,633
811,1111000,1,1,1601,52,91,183,4,226,384,98,563
812,1112000,1,1,1431,17,93,174,6,228,296,101,516
813,1113000,1,1,1695,21,86,200,5,233,445,108,597
814,1114000,1,1,1566,43,93,140,2,283,366,80,559
815,1115000,1,1,1740,37,81,157,6,290,434,64,671
816,1116000,1,1,1870,66,112,186,0,254,484,99,669
817,1117000,1,1,1882,30,92,167,3,229,536,94,731
818,1118000,1,1,1748,24,94,175,2,240,459,92,662
819,1119000,1,1,1467,28,79,190,11,254,296,94,515
820,1120000,1,1,1648,36,102,176,8,251,367,91,617
821,1121000,1,1,1517,33,103,152,2,249,350,94,534
822,1122000,1,1,1525,22,83,166,4,257,351,84,558
823,1123000,1,1,1789,38,102,176,6,265,460,99,643
824,1124000,1,1,1658,27,107,208,1,233,397,111,574
825,1125000,1,1,1560,15,85,214,7,246,357,117,519
826,1126000,1,1,1713,25,94,210,4,211,487,114,568
827,1127000,1,1,1791,20,107,193,3,244,462,101,661
828,1128000,1,1,1516,34,99,152,1,247,376,113,494
829,1129000,1,1,1440,7,97,192,14,238,315,115,462
830,1130000,1,1,1542,51,121,129,4,241,373,83,540
831,1131000,1,1,1684,53,93,162,6,258,406,106,600
832,1132000,1,1,1450,31,97,177,6,264,288,96,491
833,1133000,1,1,1588,22,100,199,10,215,369,110,563
834,1134000,1,1,1708,57,103,181,3,250,435,99,580
835,1135000,1,1,1754,39,101,191,4,259,437,97,626
836,1136000,1,1,1581,16,86,194,4,232,373,113,563
837,1137000,1,1,1533,31,84,184,5,232,349,101,547
838,1138000,1,1,1593,65,95,152,11,258,366,85,561
839,1139000,1,1,1721,23,92,176,6,252,477,100,595
840,1140000,1,1,1471,30,107,171,4,235,293,97,534
841,1141000,1,1,1612,28,87,214,10,238,366,105,564
842,1142000,1,1,1639,33,102,194,4,241,389,99,577
843,1143000,1,1,1630,36,88,176,2,274,366,94,594
844,1144000,1,1,1629,56,114,175,2,250,388,79,565
845,1145000,1,1,1642,35,110,169,11,254,368,91,604
846,1146000,1,1,1529,34,103,158,9,243,331,109,542
847,1147000,1,1,1540,17,98,184,3,248,376,90,524
848,1148000,1,1,1449,46,88,128,6,247,309,96,529
849,1149000,1,1,1867,29,93,175,4,252,535,95,684
850,1150000,1,1,1655,29,110,203,2,231,389,106,585
851,1151000,1,1,1679,41,88,203,8,245,425,96,573
852,1152000,1,1,1689,35,102,207,4,246,417,88,590
853,1153000,1,1,1677,57,81,189,2,262,376,81,629
854,1154000,1,1,1672,42,103,195,4,239,418,103,568
855,1155000,1,1,1807,24,101,197,4,256,462,113,650
856,1156000,1,1,1590,33,111,178,3,251,379,89,546
857,1157000,1,1,1453,49,102,180,1,245,270,92,514
858,1158000,1,1,1568,36,94,214,3,209,358,124,530
859,1159000,1,1,1774,33,101,114,0,276,464,77,709
860,1160000,1,1,1484,36,80,176,9,251,284,96,552
861,1161000,1,1,1534,23,110,172,2,262,323,93,549
862,1162000,1,1,1582,37,97,213,6,232,313,114,570
863,1163000,1,1,1625,22,106,198,7,238,386,125,543
864,1164000,1,1,1561,27,97,177,6,230,361,96,567
865,1165000,1,1,1649,44,96,180,5,224,381,119,600
866,1166000,1,1,1735,24,98,170,2,256,477,93,615
867,1167000,1,1,1508,43,102,134,2,257,359,86,525
868,1168000,1,1,1597,54,103,157,7,248,394,93,541
869,1169000,1,1,1685,24,118,210,0,222,389,115,607
870,1170000,1,1,1887,55,121,212,0,227,491,112,669
871,1171000,1,1,1659,42,97,143,1,259,424,86,607
872,1172000,1,1,1596,33,102,180,3,258,394,93,533
873,1173000,1,1,1576,28,99,183,11,254,339,105,557
874,1174000,1,1,1512,19,92,194,4,229,362,110,502
875,1175000,1,1,1641,40,102,147,4,256,402,81,609
876,1176000,1,1,1622,42,81,179,6,253,358,116,587
877,1177000,1,1,1517,50,96,183,7,251,281,86,563
878,1178000,1,1,1915,39,80,177,7,244,558,116,694
879,1179000,1,1,1590,49,92,135,2,272,428,80,532
880,1180000,1,1,1498,41,98,156,8,252,304,90,549
881,1181000,1,1,1537,32,87,123,5,255,366,80,589
882,1182000,1,1,1603,62,97,164,17,263,307,95,598
883,1183000,1,1,1593,21,104,168,2,238,417,105,538
884,1184000,1,1,1561,19,102,198,2,249,330,106,555
885,1185000,1,1,1486,18,90,174,7,256,348,98,495
886,1186000,1,1,1472,18,95,173,6,249,321,98,512
887,1187000,1,1,1583,42,100,139,4,241,389,83,585
888,1188000,1,1,1427,40,92,159,5,247,272,105,507
889,1189000,1,1,1748,49,110,172,3,247,420,103,644
890,1190000,1,1,1726,15,122,192,10,269,407,111,600
891,1191000,1,1,1554,18,83,204,4,272,313,114,546
892,1192000,1,1,1613,53,104,175,5,253,357,92,574
893,1193000,1,1,1558,25,112,180,1,240,331,109,560
894,1194000,1,1,1623,36,92,206,5,227,335,117,605
895,1195000,1,1,1426,31,89,175,5,245,315,91,475
896,1196000,1,1,1631,18,85,197,8,250,385,100,588
897,1197000,1,1,1745,25,96,196,5,231,461,106,625
898,1198000,1,1,1499,37,105,176,3,253,306,96,523
899,1199000,1,1,1698,40,99,174,1,244,423,105,612
900,1200000,1,1,1702,52,80,208,4,230,437,120,571
901,1201000,1,1,1511,25,87,201,9,239,323,107,520
902,1202000,1,1,1771,32,99,195,3,227,446,115,654
903,1203000,1,1,1633,11,99,208,18,215,413,126,543
904,1204000,1,1,1718,33,94,186,3,257,411,93,641
905,1205000,1,1,1568,11,98,200,1,246,346,96,570
906,1206000,1,1,1512,19,98,188,2,240,342,105,518
907,1207000,1,1,1544,54,103,188,4,212,351,124,508
908,1208000,1,1,1527,24,96,169,7,243,349,93,546
909,1209000,1,1,1822,27,99,186,6,247,476,93,688
910,1210000,1,1,1689,43,100,142,1,273,407,71,652
911,1211000,1,1,1550,28,105,155,8,253,387,99,515
912,1212000,1,1,1452,39,104,160,1,236,292,87,533
913,1213000,1,1,1805,34,93,198,6,264,471,103,636
914,1214000,1,1,1633,39,109,186,3,248,393,93,562
915,1215000,1,1,1596,29,89,181,6,265,351,86,589
916,1216000,1,1,1606,39,91,214,6,226,386,115,529
917,1217000,1,1,1476,49,85,184,1,236,308,103,510
918,1218000,1,1,1775,21,98,171,4,248,482,98,653
919,1219000,1,1,1721,65,82,162,18,263,429,99,603
920,1220000,1,1,1536,32,93,152,8,251,377,95,528
921,1221000,1,1,1630,23,119,173,5,258,413,103,536
922,1222000,1,1,1617,32,90,182,2,263,369,88,591
923,1223000,1,1,1567,13,80,166,2,251,366,87,602
924,1224000,1,1,1547,9,96,171,1,259,356,96,559
925,1225000,1,1,1495,60,93,190,3,249,283,99,518
926,1226000,1,1,1742,36,87,201,9,227,452,103,627
927,1227000,1,1,1593,38,97,188,3,250,363,107,547
928,1228000,1,1,1719,44,79,150,2,283,436,93,632
929,1229000,1,1,1562,42,102,161,5,239,336,92,585
930,1230000,1,1,1670,29,99,192,2,224,421,118,585
931,1231000,1,1,1669,30,96,198,13,245,386,98,603
932,1232000,1,1,1510,17,102,210,4,216,336,130,495
933,1233000,1,1,1578,17,97,199,3,233,402,107,520
934,1234000,1,1,1424,27,89,145,4,271,306,81,501
